,endTime,artistName,trackName,msPlayed
0,2019-12-26 17:45,The Beatles,Taxman - Remastered 2009,36580
1,2020-01-01 00:29,Elton John,Teacher I Need You,243176
2,2020-01-01 00:32,The Beatles,Something - Remastered 2009,182293
3,2020-01-01 00:35,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
4,2020-01-01 01:18,The Beatles,Oh! Darling - Remastered 2009,207240
5,2020-01-01 01:21,The Beatles,Octopus's Garden - Remastered 2009,170720
6,2020-01-01 01:29,The Beatles,I Want You (She's So Heavy) - Remastered 2009,467320
7,2020-01-01 01:32,The Beatles,Here Comes The Sun - Remastered 2009,185733
8,2020-01-01 01:35,The Beatles,Because - Remastered 2009,165666
9,2020-01-01 01:39,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
10,2020-01-01 01:44,The Beatles,Sun King - Remastered 2009,146266
11,2020-01-01 01:45,The Beatles,Mean Mr Mustard - Remastered 2009,66533
12,2020-01-01 01:46,The Beatles,Polythene Pam - Remastered 2009,72640
13,2020-01-01 01:48,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626
14,2020-01-01 01:50,The Beatles,Golden Slumbers - Remastered 2009,91760
15,2020-01-01 01:51,The Beatles,Carry That Weight - Remastered 2009,96466
16,2020-01-01 01:54,The Beatles,The End - Remastered 2009,141613
17,2020-01-01 01:54,The Beatles,Her Majesty - Remastered 2009,25986
18,2020-01-01 02:08,The Beatles,Come Together - Remastered 2009,111103
19,2020-01-01 02:10,The Beatles,Drive My Car - Remastered 2009,97216
20,2020-01-01 13:32,The Beatles,Happiness Is A Warm Gun - Remastered 2009,164546
21,2020-01-01 13:34,The Beatles,Martha My Dear - Remastered 2009,148573
22,2020-01-01 13:36,The Beatles,I'm So Tired - Remastered 2009,123493
23,2020-01-01 13:39,The Beatles,Blackbird - Remastered 2009,138386
24,2020-01-01 13:39,The Beatles,Piggies - Remastered 2009,27005
25,2020-01-01 16:31,The Beatles,Magical Mystery Tour - Remastered 2009,13760
26,2020-01-01 16:35,Elton John,Daniel,234666
27,2020-01-01 16:39,Elton John,Teacher I Need You,249866
28,2020-01-01 16:43,Elton John,Elderberry Wine,213866
29,2020-01-01 16:48,Elton John,Blues For My Baby And Me,338946
30,2020-01-01 16:52,Elton John,Midnight Creeper,232333
31,2020-01-01 16:58,Elton John,Have Mercy On The Criminal,357733
32,2020-01-01 17:02,Elton John,I'm Going To Be A Teenage Idol,235600
33,2020-01-01 17:06,Elton John,Texan Love Song,213373
34,2020-01-01 17:10,Elton John,Crocodile Rock,225043
35,2020-01-01 17:14,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
36,2020-01-01 17:17,The Beatles,Sun King - Remastered 2009,146266
37,2020-01-01 17:18,The Beatles,Mean Mr Mustard - Remastered 2009,66533
38,2020-01-01 17:19,The Beatles,Polythene Pam - Remastered 2009,72640
39,2020-01-01 17:21,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626
40,2020-01-01 17:22,The Beatles,Golden Slumbers - Remastered 2009,91760
41,2020-01-01 17:24,The Beatles,Carry That Weight - Remastered 2009,96466
42,2020-01-01 17:26,The Beatles,The End - Remastered 2009,141613
43,2020-01-01 17:27,The Beatles,Her Majesty - Remastered 2009,25986
44,2020-01-01 17:31,The Beatles,Come Together - Remastered 2009,259946
45,2020-01-01 18:52,The Beatles,Something - Remastered 2009,182293
46,2020-01-01 18:55,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
47,2020-01-01 18:59,The Beatles,Oh! Darling - Remastered 2009,207240
48,2020-01-01 19:02,The Beatles,Octopus's Garden - Remastered 2009,170720
49,2020-01-01 19:09,The Beatles,I Want You (She's So Heavy) - Remastered 2009,467320
50,2020-01-01 19:13,The Beatles,Here Comes The Sun - Remastered 2009,185733
51,2020-01-01 20:08,Pink Floyd,One Of These Days - 2011 Remastered Version,330
52,2020-01-01 20:08,The Beatles,Because - Remastered 2009,153010
53,2020-01-01 21:09,Pink Floyd,Echoes - 2011 Remastered Version,1412451
54,2020-01-01 21:13,Pink Floyd,One Of These Days - 2011 Remastered Version,221748
55,2020-01-01 21:13,Pink Floyd,A Pillow Of Winds - 2011 Remastered Version,330
56,2020-01-01 21:19,Pink Floyd,Fearless - 2011 Remastered Version,367933
57,2020-01-01 21:21,Pink Floyd,San Tropez - 2011 Remastered Version,91766
58,2020-01-02 10:25,Dua Lipa,Don't Start Now,158911
59,2020-01-02 10:53,Elton John,Texan Love Song,130902
60,2020-01-02 10:57,Emma Stone,Someone In The Crowd,259613
61,2020-01-02 10:59,Justin Hurwitz,Mia & Sebastian’s Theme,98040
62,2020-01-02 11:01,Ryan Gosling,City Of Stars,111240
63,2020-01-02 11:05,Justin Hurwitz,Planetarium,257280
64,2020-01-02 11:07,Justin Hurwitz,Engagement Party,87213
65,2020-01-02 11:10,Emma Stone,Audition (The Fools Who Dream),228266
66,2020-01-02 11:19,Justin Hurwitz,Epilogue,403124
67,2020-01-02 11:22,Dua Lipa,Don't Start Now,183290
68,2020-01-02 11:25,Dua Lipa,Don't Start Now,183290
69,2020-01-02 11:28,Dua Lipa,Don't Start Now,183290
70,2020-01-02 11:31,Dua Lipa,Don't Start Now,9251
71,2020-01-02 11:35,Dua Lipa,Don't Start Now,183290
72,2020-01-02 11:38,Dua Lipa,Don't Start Now,183290
73,2020-01-02 12:51,Pink Floyd,Echoes - 2011 Remastered Version,482816
74,2020-01-02 12:54,The Beatles,Something - Remastered 2009,182293
75,2020-01-02 12:58,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
76,2020-01-02 13:01,The Beatles,Oh! Darling - Remastered 2009,207240
77,2020-01-02 13:04,The Beatles,Octopus's Garden - Remastered 2009,170720
78,2020-01-02 13:11,The Beatles,I Want You (She's So Heavy) - Remastered 2009,405053
79,2020-01-02 13:14,The Beatles,Here Comes The Sun - Remastered 2009,185733
80,2020-01-02 13:16,The Beatles,Because - Remastered 2009,165666
81,2020-01-02 13:20,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
82,2020-01-02 13:23,The Beatles,Sun King - Remastered 2009,146266
83,2020-01-02 13:24,The Beatles,Mean Mr Mustard - Remastered 2009,66533
84,2020-01-02 13:25,The Beatles,Polythene Pam - Remastered 2009,72640
85,2020-01-02 13:27,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626
86,2020-01-02 13:29,The Beatles,Golden Slumbers - Remastered 2009,91760
87,2020-01-02 13:30,The Beatles,Carry That Weight - Remastered 2009,96466
88,2020-01-02 13:33,The Beatles,The End - Remastered 2009,141613
89,2020-01-02 13:33,The Beatles,Her Majesty - Remastered 2009,25986
90,2020-01-02 13:37,The Beatles,Come Together - Remastered 2009,259946
91,2020-01-02 13:41,The Beatles,Something - Remastered 2009,182293
92,2020-01-02 13:44,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
93,2020-01-02 13:47,The Beatles,Oh! Darling - Remastered 2009,207240
94,2020-01-02 13:50,The Beatles,Octopus's Garden - Remastered 2009,170720
95,2020-01-02 13:58,The Beatles,I Want You (She's So Heavy) - Remastered 2009,467320
96,2020-01-02 14:01,The Beatles,Here Comes The Sun - Remastered 2009,185733
97,2020-01-02 14:04,The Beatles,Because - Remastered 2009,165666
98,2020-01-02 14:08,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
99,2020-01-02 14:10,The Beatles,Sun King - Remastered 2009,146266
100,2020-01-02 14:18,The Beatles,Mean Mr Mustard - Remastered 2009,66533
101,2020-01-02 14:19,The Beatles,Polythene Pam - Remastered 2009,72640
102,2020-01-02 14:21,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626
103,2020-01-02 14:23,The Beatles,Golden Slumbers - Remastered 2009,91760
104,2020-01-02 14:24,The Beatles,Carry That Weight - Remastered 2009,96466
105,2020-01-02 14:27,The Beatles,The End - Remastered 2009,141613
106,2020-01-02 14:27,The Beatles,Her Majesty - Remastered 2009,25986
107,2020-01-02 14:31,The Beatles,Come Together - Remastered 2009,259946
108,2020-01-02 14:34,The Beatles,Something - Remastered 2009,182293
109,2020-01-02 14:38,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
110,2020-01-02 14:41,The Beatles,Oh! Darling - Remastered 2009,207240
111,2020-01-02 14:44,The Beatles,Octopus's Garden - Remastered 2009,170720
112,2020-01-02 14:50,The Beatles,I Want You (She's So Heavy) - Remastered 2009,78970
113,2020-01-02 14:54,The Beatles,Here Comes The Sun - Remastered 2009,185733
114,2020-01-02 14:56,The Beatles,Because - Remastered 2009,165666
115,2020-01-02 15:00,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
116,2020-01-02 15:01,The Beatles,Sun King - Remastered 2009,15077
117,2020-01-02 15:03,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,122893
118,2020-01-02 15:05,The Beatles,With A Little Help From My Friends - Remastered 2009,164106
119,2020-01-02 15:09,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,208466
120,2020-01-02 15:12,The Beatles,Getting Better - Remastered 2009,168120
121,2020-01-02 15:14,The Beatles,Fixing A Hole - Remastered 2009,156826
122,2020-01-02 15:18,The Beatles,She's Leaving Home - Remastered 2009,215160
123,2020-01-02 15:21,The Beatles,Being For The Benefit Of Mr. Kite! - Remastered 2009,157533
124,2020-01-02 15:26,The Beatles,Within You Without You - Remastered 2009,304666
125,2020-01-02 15:28,The Beatles,When I'm Sixty Four - Remastered 2009,157666
126,2020-01-02 15:31,The Beatles,Lovely Rita - Remastered 2009,162093
127,2020-01-02 15:34,The Beatles,Good Morning Good Morning - Remastered 2009,161226
128,2020-01-02 15:35,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,79066
129,2020-01-02 19:07,The Beatles,A Day In The Life - Remastered 2009,326642
130,2020-01-02 19:09,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,122893
131,2020-01-02 19:12,The Beatles,With A Little Help From My Friends - Remastered 2009,164106
132,2020-01-02 19:15,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,208466
133,2020-01-02 19:18,The Beatles,Getting Better - Remastered 2009,168120
134,2020-01-02 19:21,The Beatles,Fixing A Hole - Remastered 2009,156826
135,2020-01-02 19:22,The Beatles,She's Leaving Home - Remastered 2009,40621
136,2020-01-03 11:22,Dua Lipa,Don't Start Now,183290
137,2020-01-03 11:25,Dua Lipa,Don't Start Now,183290
138,2020-01-03 11:28,Dua Lipa,Don't Start Now,183290
139,2020-01-03 11:31,Dua Lipa,Don't Start Now,183290
140,2020-01-03 11:32,Dua Lipa,Don't Start Now,78235
141,2020-01-03 12:34,Pink Floyd,"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version",811077
142,2020-01-03 12:41,Pink Floyd,Welcome To The Machine - 2011 Remastered Version,451680
143,2020-01-03 12:56,Pink Floyd,Have A Cigar - 2011 Remastered Version,249071
144,2020-01-03 12:59,Empty Fields,Aero Noise,200694
145,2020-01-03 13:02,Empty Fields,Aero Noise,200694
146,2020-01-03 13:06,Empty Fields,Aero Noise,200694
147,2020-01-03 13:09,Empty Fields,Aero Noise,200694
148,2020-01-03 13:12,Empty Fields,Aero Noise,200694
149,2020-01-03 13:14,Empty Fields,Aero Noise,71256
150,2020-01-03 13:19,Pink Floyd,Wish You Were Here - 2011 Remastered Version,334743
151,2020-01-03 13:32,Pink Floyd,"Shine On You Crazy Diamond, Pts. 6-9 - 2011 Remastered Version",747325
152,2020-01-03 13:42,Pink Floyd,"Shine On You Crazy Diamond, Pts. 1-5 - 2011 Remastered Version",638689
153,2020-01-03 13:50,Led Zeppelin,Stairway to Heaven - Remaster,482830
154,2020-01-03 13:58,Led Zeppelin,Stairway to Heaven - Remaster,482830
155,2020-01-03 14:03,Led Zeppelin,Stairway to Heaven - Remaster,286651
156,2020-01-03 14:08,The Beatles,A Day In The Life - Remix,310037
157,2020-01-03 14:10,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Take 9 And Speech,74794
158,2020-01-03 14:10,The Beatles,A Day In The Life - Remix,30464
159,2020-01-03 14:13,The Beatles,Strawberry Fields Forever - Take 1,159786
160,2020-01-03 14:16,The Beatles,Strawberry Fields Forever - Take 4,180120
161,2020-01-03 14:19,The Beatles,Strawberry Fields Forever - Take 7,196746
162,2020-01-03 14:22,The Beatles,Strawberry Fields Forever - Take 26,198853
163,2020-01-03 14:49,The Beatles,Strawberry Fields Forever - Stereo Mix 2015,241943
164,2020-01-03 14:56,Pink Floyd,Time - 2011 Remastered Version,413947
165,2020-01-03 14:59,Pink Floyd,The Great Gig In The Sky - 2011 Remastered Version,221103
166,2020-01-03 15:02,Pink Floyd,Money - 2011 Remastered Version,153151
167,2020-01-03 18:15,Pink Floyd,Money - 2011 Remastered Version,229693
168,2020-01-03 18:24,Pink Floyd,Us And Them - 2011 Remastered Version,469224
169,2020-01-03 18:27,Pink Floyd,Any Colour You Like - 2011 Remastered Version,206429
170,2020-01-03 21:29,The Beatles,She's Leaving Home - Remastered 2009,215159
171,2020-01-03 21:31,The Beatles,Being For The Benefit Of Mr. Kite! - Remastered 2009,157533
172,2020-01-03 21:36,The Beatles,Within You Without You - Remastered 2009,304666
173,2020-01-03 21:39,The Beatles,When I'm Sixty Four - Remastered 2009,157666
174,2020-01-03 21:42,The Beatles,Lovely Rita - Remastered 2009,162093
175,2020-01-03 21:44,The Beatles,Good Morning Good Morning - Remastered 2009,161226
176,2020-01-03 21:46,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Reprise / Remastered 2009,79066
177,2020-01-03 21:51,The Beatles,A Day In The Life - Remastered 2009,337413
178,2020-01-03 21:53,The Beatles,Sgt. Pepper's Lonely Hearts Club Band - Remastered 2009,122893
179,2020-01-03 21:56,The Beatles,With A Little Help From My Friends - Remastered 2009,164106
180,2020-01-03 22:00,The Beatles,Lucy In The Sky With Diamonds - Remastered 2009,208466
181,2020-01-03 22:02,The Beatles,Getting Better - Remastered 2009,168120
182,2020-01-03 22:05,The Beatles,Fixing A Hole - Remastered 2009,156826
183,2020-01-03 22:09,The Beatles,She's Leaving Home - Remastered 2009,215160
184,2020-01-03 22:11,The Beatles,Being For The Benefit Of Mr. Kite! - Remastered 2009,157533
185,2020-01-03 22:16,The Beatles,Within You Without You - Remastered 2009,304666
186,2020-01-03 22:19,The Beatles,When I'm Sixty Four - Remastered 2009,157666
187,2020-01-03 22:22,The Beatles,Lovely Rita - Remastered 2009,162093
188,2020-01-03 22:25,The Beatles,Good Morning Good Morning - Remastered 2009,108051
189,2020-01-03 22:29,The Beatles,Come Together - Remastered 2009,259946
190,2020-01-03 22:33,The Beatles,Something - Remastered 2009,182293
191,2020-01-03 22:36,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
192,2020-01-03 22:39,The Beatles,Oh! Darling - Remastered 2009,207240
193,2020-01-03 22:42,The Beatles,Octopus's Garden - Remastered 2009,170720
194,2020-01-03 22:44,The Beatles,I Want You (She's So Heavy) - Remastered 2009,104530
195,2020-01-03 22:47,The Beatles,Here Comes The Sun - Remastered 2009,185733
196,2020-01-03 22:50,The Beatles,Because - Remastered 2009,165666
197,2020-01-03 22:54,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
198,2020-01-03 22:56,The Beatles,Sun King - Remastered 2009,146266
199,2020-01-03 22:57,The Beatles,Mean Mr Mustard - Remastered 2009,66533
200,2020-01-03 22:59,The Beatles,Polythene Pam - Remastered 2009,72640
201,2020-01-03 23:01,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626
202,2020-01-03 23:02,The Beatles,Golden Slumbers - Remastered 2009,91760
203,2020-01-03 23:04,The Beatles,Carry That Weight - Remastered 2009,96466
204,2020-01-03 23:06,The Beatles,The End - Remastered 2009,141613
205,2020-01-03 23:07,The Beatles,Her Majesty - Remastered 2009,25986
206,2020-01-03 23:11,The Beatles,Come Together - Remastered 2009,259946
207,2020-01-03 23:14,The Beatles,Something - Remastered 2009,182293
208,2020-01-03 23:17,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
209,2020-01-03 23:21,The Beatles,Oh! Darling - Remastered 2009,207240
210,2020-01-03 23:24,The Beatles,Octopus's Garden - Remastered 2009,170720
211,2020-01-03 23:32,The Beatles,I Want You (She's So Heavy) - Remastered 2009,467320
212,2020-01-03 23:35,The Beatles,Here Comes The Sun - Remastered 2009,185733
213,2020-01-03 23:37,The Beatles,Because - Remastered 2009,165666
214,2020-01-03 23:41,The Beatles,You Never Give Me Your Money - Remastered 2009,242973
215,2020-01-03 23:44,The Beatles,Sun King - Remastered 2009,146266
216,2020-01-03 23:45,The Beatles,Mean Mr Mustard - Remastered 2009,66533
217,2020-01-03 23:46,The Beatles,Polythene Pam - Remastered 2009,72640
218,2020-01-03 23:48,The Beatles,She Came In Through The Bathroom Window - Remastered 2009,118626
219,2020-01-03 23:50,The Beatles,Golden Slumbers - Remastered 2009,91760
220,2020-01-03 23:51,The Beatles,Carry That Weight - Remastered 2009,96466
221,2020-01-03 23:54,The Beatles,The End - Remastered 2009,141613
222,2020-01-03 23:54,The Beatles,Her Majesty - Remastered 2009,25986
223,2020-01-03 23:58,The Beatles,Come Together - Remastered 2009,259946
224,2020-01-04 00:01,The Beatles,Something - Remastered 2009,182293
225,2020-01-04 00:05,The Beatles,Maxwell's Silver Hammer - Remastered 2009,207920
226,2020-01-04 00:08,The Beatles,Oh! Darling - Remastered 2009,207240
227,2020-01-04 00:11,The Beatles,Octopus's Garden - Remastered 2009,170720
228,2020-01-04 00:19,The Beatles,I Want You (She's So Heavy) - Remastered 2009,467320
229,2020-01-04 00:22,The Beatles,Here Comes The Sun - Remastered 2009,185733
230,2020-01-04 00:24,The Beatles,Because - Remastered 2009,117773
231,2020-01-04 11:06,Pink Floyd,Brain Damage - 2011 Remastered Version,226666
232,2020-01-04 11:12,Pink Floyd,Eclipse - 2011 Remastered Version,99410
233,2020-01-04 11:15,Dua Lipa,Don't Start Now,183290
234,2020-01-04 11:20,Dua Lipa,Don't Start Now,183290
235,2020-01-04 11:23,Dua Lipa,Don't Start Now,183290
236,2020-01-04 11:26,Dua Lipa,Don't Start Now,183290
237,2020-01-04 11:29,Dua Lipa,Don't Start Now,183290
238,2020-01-04 11:39,Dua Lipa,Don't Start Now,29826
239,2020-01-04 11:40,George Harrison,My Sweet Lord - Remastered 2014,21
240,2020-01-04 11:40,George Harrison,I'd Have You Anytime - Remastered 2014,0
241,2020-01-04 11:45,George Harrison,My Sweet Lord - Remastered 2014,281226
242,2020-01-04 11:50,George Harrison,Wah-Wah - Remastered 2014,337760
243,2020-01-04 11:52,George Harrison,Isn't It A Pity - Remastered 2014,96490
244,2020-01-04 17:47,Dua Lipa,Don't Start Now,78247
245,2020-01-05 12:11,George Harrison,Isn't It A Pity - Remastered 2014,334300
246,2020-01-05 12:15,George Harrison,What Is Life - Remastered 2014,264413
247,2020-01-05 12:19,George Harrison,If Not For You - Remastered 2014,210720
248,2020-01-05 12:22,George Harrison,Behind That Locked Door - Remastered 2014,186960
249,2020-01-05 12:27,George Harrison,Let It Down - Remastered 2014,298160
250,2020-01-05 12:30,George Harrison,Run Of The Mill - Remastered 2014,171693
251,2020-01-05 12:34,George Harrison,I Live For You - Remastered 2014,217746
252,2020-01-05 12:37,George Harrison,Beware Of Darkness - 1st Version Recorded At Abbey Road / Remastered 2014,202066
253,2020-01-05 12:41,George Harrison,What Is Life - Backing Track / Remastered 2014,21749
254,2020-01-05 12:41,George Harrison,Let It Down - Original Guitar And Vocal / Remastered 2014,235826
255,2020-01-05 13:31,George Harrison,My Sweet Lord (2000) - Remastered 2014,243775
256,2020-01-05 13:32,George Harrison,Apple Scruffs - Remastered 2014,34943
257,2020-01-05 13:35,George Harrison,I Live For You - Remastered 2014,4989
258,2020-01-05 13:35,George Harrison,Run Of The Mill - Remastered 2014,171693
259,2020-01-05 13:37,George Harrison,Run Of The Mill - Remastered 2014,171693
260,2020-01-05 13:40,George Harrison,Run Of The Mill - Remastered 2014,171693
261,2020-01-05 16:32,George Harrison,Run Of The Mill - Remastered 2014,447746
262,2020-01-05 16:35,George Harrison,Run Of The Mill - Remastered 2014,171693
263,2020-01-05 16:38,George Harrison,Run Of The Mill - Remastered 2014,171693
264,2020-01-05 16:40,George Harrison,Run Of The Mill - Remastered 2014,171693
265,2020-01-05 16:43,George Harrison,Run Of The Mill - Remastered 2014,171693
266,2020-01-05 16:46,George Harrison,Run Of The Mill - Remastered 2014,171693
267,2020-01-05 16:49,George Harrison,Run Of The Mill - Remastered 2014,171693
268,2020-01-05 16:52,George Harrison,Run Of The Mill - Remastered 2014,171693
269,2020-01-05 16:58,George Harrison,Run Of The Mill - Remastered 2014,171693
270,2020-01-05 16:59,George Harrison,Run Of The Mill - Remastered 2014,18473
271,2020-01-05 18:19,George Harrison,Run Of The Mill - Remastered 2014,171693
272,2020-01-05 18:22,George Harrison,Run Of The Mill - Remastered 2014,30394
273,2020-01-05 18:22,George Harrison,Run Of The Mill - Remastered 2014,171693
274,2020-01-05 18:24,George Harrison,Run Of The Mill - Demo,115533
275,2020-01-05 18:25,George Harrison,Run Of The Mill - Demo,27305
276,2020-01-05 18:28,George Harrison,Run Of The Mill - Remastered 2014,171693
277,2020-01-05 18:31,George Harrison,Run Of The Mill - Remastered 2014,171693
278,2020-01-05 18:34,George Harrison,Run Of The Mill - Remastered 2014,171693
279,2020-01-05 18:37,George Harrison,Run Of The Mill - Remastered 2014,171693
280,2020-01-05 18:40,George Harrison,Run Of The Mill - Remastered 2014,171693
281,2020-01-05 19:00,George Harrison,Run Of The Mill - Remastered 2014,171693
282,2020-01-05 19:03,George Harrison,Run Of The Mill - Remastered 2014,171693
283,2020-01-05 19:06,George Harrison,Run Of The Mill - Remastered 2014,171693
284,2020-01-05 20:31,George Harrison,Run Of The Mill - Remastered 2014,171693
285,2020-01-05 21:04,George Harrison,Run Of The Mill - Remastered 2014,171693
286,2020-01-05 21:07,George Harrison,Run Of The Mill - Remastered 2014,171693
287,2020-01-05 21:10,George Harrison,Run Of The Mill - Remastered 2014,171693
288,2020-01-05 21:13,George Harrison,Run Of The Mill - Remastered 2014,171693
289,2020-01-05 21:16,George Harrison,Run Of The Mill - Remastered 2014,171693
290,2020-01-05 21:22,George Harrison,Run Of The Mill - Remastered 2014,171693
291,2020-01-05 21:30,George Harrison,Run Of The Mill - Remastered 2014,171693
292,2020-01-05 21:31,George Harrison,Run Of The Mill - Remastered 2014,12394
293,2020-01-06 06:20,George Harrison,Run Of The Mill - Remastered 2014,159299
294,2020-01-06 06:23,George Harrison,Run Of The Mill - Remastered 2014,171693
295,2020-01-06 06:23,George Harrison,Run Of The Mill - Remastered 2014,10748
296,2020-01-06 06:31,Led Zeppelin,Stairway to Heaven - Remaster,482830
297,2020-01-06 06:53,Led Zeppelin,Stairway to Heaven - Remaster,829
298,2020-01-06 06:56,George Harrison,Apple Scruffs - Remastered 2014,186893
299,2020-01-06 07:00,George Harrison,Ballad Of Sir Frankie Crisp (Let It Roll) - Remastered 2014,228373
300,2020-01-06 07:03,George Harrison,Awaiting On You All - Remastered 2014,168053
301,2020-01-06 07:08,George Harrison,All Things Must Pass - Remastered 2014,226866
302,2020-01-06 07:13,George Harrison,I Dig Love - Remastered 2014,297293
303,2020-01-06 07:17,George Harrison,Art Of Dying - Remastered 2014,218800
304,2020-01-06 07:21,George Harrison,Isn't It A Pity - Version Two / Remastered 2014,288013
305,2020-01-06 07:45,George Harrison,Hear Me Lord - Remastered 2014,349813
306,2020-01-06 07:46,George Harrison,It's Johnny's Birthday - Remastered 2014,49426
307,2020-01-06 07:49,George Harrison,Plug Me In - Remastered 2014,199693
308,2020-01-06 08:41,George Harrison,I Remember Jeep - Remastered 2014,488186
309,2020-01-06 08:43,George Harrison,Thanks For The Pepperoni - Remastered 2014,101722
310,2020-01-06 09:23,George Harrison,Out Of The Blue - Remastered 2014,171776
311,2020-01-06 17:32,Empty Fields,Aero Noise,200694
312,2020-01-06 17:32,Empty Fields,Aero Noise,17365
313,2020-01-06 17:35,George Harrison,Run Of The Mill - Remastered 2014,171693
314,2020-01-06 17:38,George Harrison,Run Of The Mill - Remastered 2014,171693
315,2020-01-06 17:40,George Harrison,Run Of The Mill - Remastered 2014,171693
316,2020-01-06 17:43,George Harrison,Run Of The Mill - Remastered 2014,171693
317,2020-01-06 17:46,George Harrison,Run Of The Mill - Remastered 2014,128165
318,2020-01-06 17:49,Empty Fields,Aero Noise,200694
319,2020-01-06 17:52,Empty Fields,Aero Noise,200694
320,2020-01-06 17:56,Empty Fields,Aero Noise,200694
321,2020-01-06 17:59,Empty Fields,Aero Noise,200694
322,2020-01-06 18:02,Empty Fields,Aero Noise,200694
323,2020-01-06 18:06,Empty Fields,Aero Noise,200694
324,2020-01-06 18:07,Led Zeppelin,Stairway to Heaven - Remaster,236608
325,2020-01-06 18:08,Empty Fields,Aero Noise,120046
326,2020-01-06 18:13,The Beatles,Happiness Is A Warm Gun - Remastered 2009,69936
327,2020-01-06 18:16,The Beatles,Martha My Dear - Remastered 2009,148573
328,2020-01-06 18:18,The Beatles,I'm So Tired - Remastered 2009,123493
329,2020-01-06 18:19,The Beatles,Blackbird - Remastered 2009,76578
330,2020-01-06 18:24,George Harrison,My Sweet Lord - Remastered 2014,281226
331,2020-01-06 18:29,George Harrison,Wah-Wah - Remastered 2014,337760
332,2020-01-06 18:37,George Harrison,Isn't It A Pity - Remastered 2014,430866
333,2020-01-06 18:41,George Harrison,What Is Life - Remastered 2014,264413
334,2020-01-06 18:45,George Harrison,If Not For You - Remastered 2014,210720
335,2020-01-06 18:48,George Harrison,Behind That Locked Door - Remastered 2014,186960
336,2020-01-06 19:35,George Harrison,Let It Down - Remastered 2014,298160
337,2020-01-06 19:38,George Harrison,Run Of The Mill - Remastered 2014,171693
338,2020-01-07 07:36,George Harrison,I Live For You - Remastered 2014,168258
339,2020-01-07 07:54,George Harrison,My Sweet Lord - Remastered 2014,128832
340,2020-01-07 12:26,George Harrison,My Sweet Lord - Remastered 2014,152396
341,2020-01-07 12:34,George Harrison,Wah-Wah - Remastered 2014,337760
342,2020-01-07 12:41,George Harrison,Isn't It A Pity - Remastered 2014,430866
343,2020-01-07 17:04,George Harrison,Run Of The Mill - Remastered 2014,15658
344,2020-01-07 17:04,The Beatles,Happiness Is A Warm Gun - Remastered 2009,110038
345,2020-01-07 17:19,George Harrison,What Is Life - Remastered 2014,250219
346,2020-01-07 17:19,George Harrison,What Is Life - Remastered 2014,2944
347,2020-01-07 17:28,George Harrison,Isn't It A Pity - Remastered 2014,430866
348,2020-01-07 17:32,George Harrison,What Is Life - Remastered 2014,264413
349,2020-01-07 17:36,George Harrison,If Not For You - Remastered 2014,210720
350,2020-01-07 17:39,George Harrison,Behind That Locked Door - Remastered 2014,186960
351,2020-01-07 17:44,George Harrison,Let It Down - Remastered 2014,298160
352,2020-01-07 17:46,George Harrison,Run Of The Mill - Remastered 2014,171693
353,2020-01-07 17:50,George Harrison,I Live For You - Remastered 2014,217746
354,2020-01-07 17:53,George Harrison,Beware Of Darkness - 1st Version Recorded At Abbey Road / Remastered 2014,202066
355,2020-01-07 17:59,George Harrison,Let It Down - Original Guitar And Vocal / Remastered 2014,235826
356,2020-01-07 18:00,George Harrison,What Is Life - Backing Track / Remastered 2014,71424
357,2020-01-07 18:00,George Harrison,Beware Of Darkness - Remastered 2014,1216
358,2020-01-07 18:00,George Harrison,My Sweet Lord (2000) - Remastered 2014,2197
359,2020-01-07 18:02,George Harrison,Apple Scruffs - Remastered 2014,141653
360,2020-01-07 18:08,George Harrison,I'd Have You Anytime - Remastered 2014,177426
361,2020-01-07 18:17,George Harrison,My Sweet Lord - Remastered 2014,281226
